iter	Passed	Remaining
432	1530	2003
433	1531	1996
434	1532	1990
435	1533	1983
436	1535	1978
437	1539	1975
438	1540	1968
439	1541	1961
440	1542	1954
441	1543	1948
442	1545	1943
443	1546	1936
444	1548	1930
445	1550	1925
446	1559	1929
447	1560	1922
448	1561	1915
449	1562	1909
450	1564	1904
451	1566	1899
452	1570	1896
453	1572	1890
454	1573	1884
455	1574	1878
456	1576	1873
457	1578	1868
458	1581	1863
459	1584	1860
460	1585	1854
461	1587	1848
462	1589	1843
463	1590	1837
464	1591	1831
465	1593	1825
466	1595	1821
467	1600	1819
468	1602	1813
469	1603	1808
470	1605	1803
471	1607	1798
472	1609	1792
473	1610	1786
474	1612	1782
475	1616	1779
476	1618	1774
477	1620	1769
478	1622	1764
479	1625	1760
480	1626	1755
481	1632	1754
482	1633	1747
483	1633	1741
484	1635	1736
485	1636	1731
486	1639	1726
487	1640	1721
488	1648	1722
489	1648	1716
490	1649	1710
491	1651	1705
492	1654	1701
493	1655	1696
494	1657	1691
495	1659	1686
496	1660	1680
497	1661	1675
498	1663	1669
499	1664	1664
500	1666	1659
501	1668	1655
502	1670	1650
503	1674	1648
504	1676	1643
505	1677	1638
506	1679	1632
507	1681	1628
508	1681	1622
509	1683	1617
510	1685	1612
511	1687	1608
512	1688	1603
513	1690	1598
514	1692	1593
515	1693	1588
516	1695	1584
517	1697	1579
518	1698	1573
519	1699	1568
520	1700	1563
521	1703	1559
522	1706	1556
523	1707	1550
524	1708	1546
525	1709	1540
526	1710	1535
527	1712	1530
528	1715	1527
529	1719	1524
530	1720	1519
531	1722	1515
532	1724	1510
533	1725	1505
534	1726	1500
535	1728	1496
536	1731	1492
537	1734	1489
538	1735	1484
539	1737	1479
540	1738	1474
541	1739	1469
542	1740	1464
543	1742	1460
544	1743	1455
545	1744	1450
546	1750	1449
547	1751	1444
548	1752	1439
549	1754	1435
550	1756	1431
551	1758	1427
552	1761	1424
553	1762	1419
554	1764	1414
555	1766	1410
556	1767	1406
557	1770	1402
558	1771	1397
559	1772	1392
560	1773	1387
561	1774	1382
562	1775	1377
563	1781	1376
564	1782	1372
565	1784	1368
566	1786	1364
567	1787	1359
568	1789	1355
569	1790	1350
570	1796	1349
571	1797	1345
572	1800	1341
573	1802	1337
574	1805	1334
575	1811	1333
576	1812	1328
577	1814	1324
578	1816	1320
579	1818	1316
580	1819	1312
581	1820	1307
582	1823	1304
583	1827	1301
584	1828	1296
585	1830	1293
586	1832	1288
587	1832	1284
588	1834	1280
589	1837	1277
590	1840	1273
591	1841	1269
592	1842	1264
593	1844	1260
594	1846	1256
595	1848	1253
596	1850	1248
597	1852	1245
598	1853	1241
599	1854	1236
600	1855	1231
601	1856	1227
602	1858	1223
603	1859	1219
604	1861	1215
605	1863	1211
606	1867	1209
607	1868	1204
608	1869	1200
609	1870	1196
610	1873	1192
611	1876	1189
612	1878	1185
613	1883	1183
614	1884	1179
615	1885	1175
616	1887	1171
617	1889	1168
618	1890	1163
619	1893	1160
620	1895	1157
621	1897	1153
622	1899	1149
623	1900	1145
624	1902	1141
625	1904	1137
626	1905	1133
627	1907	1129
628	1909	1126
629	1911	1122
630	1914	1119
631	1916	1116
632	1918	1112
633	1921	1109
634	1922	1105
635	1923	1100
636	1927	1098
637	1929	1094
638	1930	1090
639	1931	1086
640	1933	1083
641	1936	1079
642	1938	1076
643	1944	1074
644	1945	1070
645	1946	1066
646	1948	1063
647	1950	1059
648	1953	1056
649	1959	1055
650	1960	1051
651	1961	1047
652	1963	1043
653	1965	1040
654	1967	1036
655	1969	1032
656	1971	1029
657	1974	1026
658	1975	1022
659	1977	1018
660	1977	1014
661	1980	1011
662	1982	1007
663	1987	1005
664	1989	1002
665	1991	998
666	1993	995
667	1994	991
668	1996	987
669	1997	984
670	2002	981
671	2004	978
672	2005	974
673	2006	970
674	2008	966
675	2010	963
676	2012	960
677	2015	957
678	2016	953
679	2017	949
680	2019	945
681	2020	941
682	2021	938
683	2023	934
684	2024	931
685	2026	927
686	2028	924
687	2033	922
688	2034	918
689	2036	915
690	2038	911
691	2040	908
692	2042	904
693	2043	901
694	2045	897
695	2047	894
696	2048	890
697	2049	886
698	2050	882
699	2051	879
700	2052	875
701	2053	871
702	2054	868
703	2062	866
704	2063	863
705	2064	859
706	2066	856
707	2068	852
708	2070	849
709	2075	847
710	2077	844
711	2079	841
712	2081	837
713	2082	834
714	2083	830
715	2084	826
716	2088	824
717	2090	820
718	2091	817
719	2092	813
720	2093	810
721	2094	806
722	2095	802
723	2097	799
724	2098	796
725	2102	793
726	2103	789
727	2105	786
728	2106	783
729	2107	779
730	2109	776
731	2110	772
732	2111	769
733	2113	765
734	2116	763
735	2117	759
736	2120	756
737	2122	753
738	2124	750
739	2126	747
740	2127	743
741	2130	740
742	2133	737
743	2134	734
744	2135	730
745	2136	727
746	2138	724
747	2140	721
748	2141	717
749	2145	715
750	2147	712
751	2148	708
752	2149	705
753	2150	701
754	2152	698
755	2154	695
756	2156	692
757	2157	688
758	2158	685
759	2161	682
760	2162	679
761	2163	675
762	2165	672
763	2167	669
764	2169	666
765	2170	662
766	2171	659
767	2172	656
768	2173	653
769	2175	649
770	2176	646
771	2178	643
772	2179	639
773	2181	637
774	2184	634
775	2185	630
776	2189	628
777	2190	625
778	2191	621
779	2192	618
780	2194	615
781	2195	612
782	2198	609
783	2200	606
784	2204	603
785	2206	600
786	2207	597
787	2209	594
788	2211	591
789	2213	588
790	2215	585
791	2219	582
792	2221	579
793	2223	576
794	2225	573
795	2227	570
796	2229	567
797	2231	564
798	2234	562
799	2236	559
800	2237	555
801	2238	552
802	2240	549
803	2241	546
804	2243	543
805	2245	540
806	2247	537
807	2250	534
808	2251	531
809	2252	528
810	2254	525
811	2256	522
812	2257	519
813	2260	516
814	2261	513
815	2265	510
816	2266	507
817	2267	504
818	2268	501
819	2269	498
820	2271	495
821	2272	492
822	2273	489
823	2275	485
824	2277	483
825	2280	480
826	2281	477
827	2283	474
828	2285	471
829	2287	468
830	2289	465
831	2290	462
832	2291	459
833	2294	456
834	2296	453
835	2297	450
836	2299	447
837	2302	445
838	2304	442
839	2309	439
840	2311	437
841	2314	434
842	2315	431
843	2317	428
844	2320	425
845	2323	423
846	2325	419
847	2326	416
848	2327	413
849	2328	410
850	2330	408
851	2332	405
852	2335	402
853	2339	399
854	2340	396
855	2341	393
856	2343	391
857	2345	388
858	2347	385
859	2349	382
860	2351	379
861	2355	377
862	2357	374
863	2359	371
864	2362	368
865	2364	365
866	2366	363
867	2369	360
868	2371	357
869	2372	354
870	2373	351
871	2376	348
872	2378	346
873	2381	343
874	2384	340
875	2386	337
876	2387	334
877	2389	331
878	2390	329
879	2392	326
880	2394	323
881	2396	320
882	2400	318
883	2401	315
884	2403	312
885	2405	309
886	2408	306
887	2409	303
888	2412	301
889	2415	298
890	2417	295
891	2419	292
892	2420	290
893	2422	287
894	2423	284
895	2425	281
896	2427	278
897	2430	276
898	2432	273
899	2434	270
900	2437	267
901	2438	264
902	2440	262
903	2441	259
904	2442	256
905	2444	253
906	2446	250
907	2447	247
908	2448	245
909	2450	242
910	2451	239
911	2453	236
912	2455	234
913	2456	231
914	2457	228
915	2459	225
916	2461	222
917	2462	219
918	2464	217
919	2466	214
920	2468	211
921	2470	209
922	2472	206
923	2475	203
924	2477	200
925	2479	198
926	2481	195
927	2482	192
928	2485	189
929	2487	187
930	2490	184
931	2491	181
932	2492	178
933	2495	176
934	2497	173
935	2499	170
936	2501	168
937	2503	165
938	2505	162
939	2506	159
940	2507	157
941	2509	154
942	2512	151
943	2514	149
944	2517	146
945	2519	143
946	2521	141
947	2523	138
948	2525	135
949	2526	132
950	2529	130
951	2530	127
952	2532	124
953	2533	122
954	2533	119
955	2534	116
956	2536	113
957	2538	111
958	2540	108
959	2543	105
960	2545	103
961	2548	100
962	2550	97
963	2551	95
964	2553	92
965	2555	89
966	2558	87
967	2560	84
968	2561	81
969	2563	79
970	2565	76
971	2567	73
972	2569	71
973	2571	68
974	2572	65
975	2574	63
976	2577	60
977	2578	58
978	2580	55
979	2582	52
980	2584	50
981	2586	47
982	2588	44
983	2591	42
984	2592	39
985	2594	36
986	2596	34
987	2598	31
988	2601	28
989	2602	26
990	2604	23
991	2606	21
992	2607	18
993	2608	15
994	2609	13
995	2612	10
996	2613	7
997	2615	5
998	2618	2
999	2620	0
